,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
52,tsWHyQHFoR0,Jonna Jinton,Answering your questions - My clothes? Kids? The creepy forest?,"Hi my sweethearts! 
I know a lot of you have been waiting for this Q&A video, and finally it's here! I decided to answer some of the most common questions, but I got so many questions from you so I will definitely make more Q&A videos in the future.

Down below you can see at what time I will answer a specific question.
I hope you will enjoy this video! 

THANK YOU SO MUCH FOR WATCHING! ♥

01:43 - What breed is Nanook?
01:55 - How old is Nanook?
02:02 - What does ”Nanook” means?
02:30 - Why do you have Nanook in a leash?
03:35 - Have you recorded any sounds from the ”Creepy forest”?
05:02 - Do you have any neighbours?
05:30 - Are you vegan?
07:10 - Where do you buy your groceries?
09:16 - What zodiac sign are you?
09:20 - Where do you buy your clothes?
14:23 - How tall are you?
14:39 - Is it hard to sleep during the light nights?
15:26 - Why is not Johan talking so much on the camera?
17:25 - Who does your camerawork? Who films you?
19:23 - What camera equipment do you have?
19:43 - Where can I find the music in your videos?
19:56 - Do we want to have kids?
23:00 - How was your life before you moved?
24:22 - When will you open up the jewelry webshop?
24:50 - What program do you use to edit your videos?
25:07 - How is your cow?

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/


► MUSIC
You can find all the songs I use here: 
http://share.epidemicsound.com/pR9G6 (affiliate link)
A Winter Tale - Magnus Ringblom
Walk Tall - Johannes Bornlöf
Appeased Soundscape 14 - August Wilhelmsson
Beyond the Veil - Daniel Kadawatha
Oasis - Johannes Bornlöf
Trans Siberian Express - Luella Gren
The Wind in Her Hair - David Celeste
Ivory Towers - Philip Ayers
We Carry On - Yonder Dale
Passing Souls - Amaranth Cove","['jonna', 'jinton', 'q&a', 'questions', 'answers', 'sweden', 'norway', 'scandinavia', 'swedish', 'forest', 'wilderness', 'women', 'village', 'north', 'nordic', 'viking', 'vikings', 'camera equipment', 'jonna camera', 'music', 'kids', 'questions and answers', 'countryside', 'life', 'lifestyle', 'country', 'rural', 'rural life', 'woods']",2020-06-16T19:23:23Z,2416529,123902,,11105,PT26M48S,hd,true
53,0iSHOQAsI18,Jonna Jinton,A new time | Ep. 42,"Hi my loves!
A lot has been happening since my last vlog. It's almost summer now and the nights are light from the midnight sun. Everything is blooming and I am spending my nights awake to not miss a second of this beautiful time! 
In this video I share a little bit of everything thats been happening lately. We celebrated 1 year living in our house, and I also filmed the whole weekend now at the end of May, so that you would have a little glimpse into our everyday life right now. 

I really hope you will enjoy the video!

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

► MUSIC
You can find all the songs I use here: 
http://share.epidemicsound.com/pR9G6 (affiliate link)
In This Moment - Gavin Luke
Lego Castle - Etienne Roussel
Another Mellow Morning - Spirits of Our Dreams
Covenant - Kevin Graham (artlist)
Honey Take My Hand - Cody Francis
Wherever You're Going - Cody Francis
Simple Gestures - Yonder Dale
Valleys - Harbours & Oceans
Afternoon Spirits - Cora Zea
My Last Song - Martin Hall
All Around Us - Amaranth Cove
Time without end - Spectacles Wallet and Watch","['jonna', 'jinton', 'sweden', 'norway', 'nordic', 'nordics', 'rural life', 'wild', 'swedish wilderness', 'village', 'spring', 'summer', 'daily life', 'women', 'living', 'countrylife', 'country', 'country style', 'lifestyle', 'jonna jinton', 'woods', 'into the wild', 'viking', 'modern viking', 'vikings', 'scandinavia', 'norse', 'life', 'a new time', 'vlog']",2020-06-04T19:25:36Z,1840661,81958,,6683,PT29M13S,hd,true
54,h4IzhzFPLhs,Jonna Jinton,NORDIC HERDINGCALL  - Welcoming spring with kulning,"In Sweden we call it ""Vårskrik"", which is a way to shout out your happiness when spring arrives. And this is my way of welcoming this new beautiful time of the year. 
I recorded this video only 3 days ago. It was such a beautiful evening and the air was so fresh and the swans were flying above me and all the birds were singing loudly. 
This time is truly magical.

I went to some different places in nature and did some kulning (ancient nordic herdingcall) and then mixed it into this video/song. If you listen carefully you will here that every place have different acoustic. The forest and the lake was my favorite. 

After the coldest May in my entire life, the spring is now officially here! 
And I am so deeply happy for that.

I really hope you liked this little song! 

 THANK YOU FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Merch shop - https://teespring.com/stores/jonna-jinton-sweden
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/","['kulning', 'herdingcall', 'nordic', 'sweden', 'norway', 'singing', 'ancient', 'ancient herdingcall', 'kula', 'jonna', 'jinton', 'ancient song', 'viking song', 'viking music', 'modern viking', 'viking', 'vikings', 'scandinavian', 'folkmusic', 'magical', 'viking songs', 'nordic music', 'wilderness', 'women', 'village', 'rural life', 'northern song', 'nordic song', 'nordic lullaby', 'wolfsong', 'swedish']",2020-05-22T15:01:11Z,1672695,88462,,3265,PT1M49S,hd,false
55,JUBLHwBDBeU,Jonna Jinton,How I make paint of earth pigments | Painting tutorial,"Hi my loves!
A very common question that I've got lately is about my painting technique and how I make paint out of natural materials like stones, sand, ashes, charcoal, mud etc. 
So in this video I wanted to open up the door into my little painting world and show you step by step how I make my own paint with these natural materials. 

Painting is one of my biggest passions in life, and since I started making my very own paints from pigments in nature I really felt how something ""clicked"" and I really found something that felt completely right in my heart. The first week I started experimenting with making my own paint I just couldn't stop paint. I locked myself into the studio and felt spellbound by these beautiful colors and textures from nature. 
And I keep learning and exploring every time I paint, and keep experimenting with different materials from nature.

I really hope I could give you all some inspiration and some answers to all your questions about my painting technique! :)

 THANK YOU FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

► MUSIC
You can find all the songs I use here: 
http://share.epidemicsound.com/pR9G6 (affiliate link)
Cause - Infinity Ripple
In the mystic woods - Spectacles Wallet and Watch
Meditative moods 2 - Gavin Luke
Twinkle of the lights - Johannes Bornlöf","['jonna jinton', 'jonna', 'jinton', 'pigments', 'painting', 'natural pigments', 'how to make', 'how to make paint', 'make your own paint', 'tutorial', 'painting tutorial', 'painting technique', 'paint of natural materials', 'natural materials', 'paint with nature', 'painting with ashes', 'painting with charcoal', 'stones', 'ashes', 'paint', 'make own paint', 'paint of nature', 'nature paint', 'nature painting', 'painting with nature', 'artist', 'artist life', 'jonna jinton art', 'art', 'natural colors', 'colors from nature', 'paint from nature']",2020-05-13T15:04:28Z,2525744,165525,,6396,PT7M41S,hd,true
56,G2Wh5TwZ5Eg,Jonna Jinton,The dance of spring | Ep. 41,"After a winter that felt like an eternity, we finally feel the spring in the air. 
Some kind of energy is waking up again, not only in nature, but also in myself. We have a wonderful time ahead of us. 

In this video I share glimpses of my life right now and what we've been up to. Tapping some birch sap, making a spring fire, taking ice baths, watching the last of the nightsky before the light return, and lots of more. I also answer some questions from my previous video in the end!

I really hope you will like it! And thank you so much for watching! ♥

► HOW TO TAP BIRCH SAP: https://www.youtube.com/watch?v=VH5oxHVgUvM

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/


► MUSIC
You can find all the songs I use here: 
http://share.epidemicsound.com/pR9G6 (affiliate link)

Impressions of You - Gavin Luke
Magical Garden - Jon Algar
Night Walk - Gavin Luke
Find a Jig - Hunter Quinn
It'll be alright - Cody Francis
Borrowed peace 3 - Peter Sandberg
Remember - Emily Rubye
Starting Again - Cody Francis
Passing Souls - Amaranth Cove
Surrender 3 - Peter Sandberg
Time without end - Spectacles Wallet and Watch","['jonna', 'jinton', 'jonna jinton', 'sweden', 'norway', 'norse', 'nordic', 'winter', 'spring', 'village', 'rural life', 'woods', 'couple living', 'couple in the woods', 'women', 'swedish', 'viking', 'vikings', 'birch sap', 'tap birch sap', 'dance', 'dance of spring', 'spring in sweden', 'scandinavia', 'nordic folk', 'daily life', 'vlog']",2020-04-29T13:15:54Z,1199795,65444,,7611,PT23M13S,hd,true
57,yeLlHsFkM-U,Jonna Jinton,It was all worth it  | Ep. 40,"Hi my loves! 
So here comes a very long video from my past two weeks. It includes everything from an ice bath in a very, very small ice pool, and a birthday party á la quarantine, and a little bit of struggle and bad luck, and the messy and wonderful time of April. And of course, lots of more! I hope you will enjoy it!

I really want to thank you everyone for watching my videos and for writing such lovely comments.  I am always blown away by all the love you share in the comment section, with me and with each other.
I have the best subscribers in the whole world. I am so thankful for you all! 
And I hope you all stay safe and healthy in this crazy time. 

Sending you lots of love and light from Sweden! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

► MUSIC
You can find all the songs I use here: 
http://share.epidemicsound.com/pR9G6 (affiliate link)
Eternal Slumber - Yonder Dale
Appeased Soundscape 09 - August Wilhelmsson
Enigma 5 - Johannes Bornlöf
First Moon - Cerulean Skies
Wherever You Are Going - Cody Francis
Dark Outlands - River Foxcroft
By and By - Nashional
Repurposed - Cody Francis
Honey Take My Hand - Cody Francis
Unstable - Elwin
Starting Again - Cody Francis
The Light In You - Martin Hall
Another World 12 - Johan Hynynen","['ice bath', 'polar plunge', 'ice', 'nordic', 'viking lifestyle', 'modern vikings', 'jonna', 'jinton', 'rural', 'off grid', 'off grid life', 'wilderness', 'sweden', 'norway', 'scandinavia', 'northern', 'ice pool', 'ice women', 'ice swim', 'lifestyle', 'rural lifestyle', 'countryside', 'country life', 'country lifestyle', 'women', 'village', 'north', 'jonna jinton', 'april', 'into the wild', 'vikings', 'winter', 'spring in sweden', 'nordic morning routine']",2020-04-19T11:14:38Z,3772614,155170,,11352,PT29M51S,hd,true
58,WPfXSr3Vy00,Jonna Jinton,The circle of life | Ep. 39,"Hi my lovely friends!
So much have happened since my last video. Both in our lives, but also in the world. Isn't it strange how fast things can change? How vulnerable we actually are. 
It's a time with so much thoughts in my mind, and I guess, also in yours. But I hope with this video I can share some inspiration and positive vibes from our daily lives in the northern woods. 

It's still the time of the year when I struggle with creativity, but it's only about a month left until the spring arrives here as well. And I think the spring will come with so much new energy. And I hope to use it in making more videos and music, and hopefully be able to spread some good energy in this hard times. 

So in this video you will see what I've been up to lately. We have finally moved our jewelry smithy into our new renovated room in the barn. And we needed to change some plans and make new decisions regarding the release of the new webshop that was suppose to happen now in April, because of the situation in the world right now.  We have also gone trough a loss here in our little family. We lost one of our cats, which has been making us feel very down lately. 
I will let you know more about all this in the video. 

I hope you will like the video! Thank you so much for watching! ♥
And my heart goes out to all of you in the world who has a challenging time right now. 
Stay safe and well. 
Much love to all of you ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

► MUSIC
You can find all the songs I use here: 
http://share.epidemicsound.com/pR9G6 (affiliate link)","['jonna jinton', 'jonna', 'jinton', 'nordic', 'sweden', 'norway', 'music', 'daily life', 'nordic life', 'lifestyle', 'countryside', 'woods', 'rural life', 'women', 'village', 'swedish', 'norwegian', 'scandinavia', 'northern lights', 'viking', 'vikings', 'nordics', 'north', 'jewelry', 'smithy', 'art', 'artist', 'artist life', 'country', 'country lifestyle', 'old house']",2020-03-31T12:26:47Z,787504,49830,,6037,PT24M,hd,true
59,KTmatjyd4KM,Jonna Jinton,THE WOLF SONG - Nordic Lullaby - Vargsången,"This is my version of the lullaby from ""Ronja Rövardotter / Ronia the robbers daugther"" written by our most loved Swedish writer, Astrid Lindgren , whose books have been read for children all over the world. This song from the movie has always been very dear to me, especially as I was a child. But still now, as an adult, I feel so much for this song. 
For a long time now I wanted to make my own version of it, and make some small changes in the melody. What do you think? :) 

I really hope you will enjoy my version of this song! 
The Swedish lyrics and translation can be found both further down here in the description, or in the subtitles of the video. 

THANK YOU SO MUCH FOR WATCHING AND LISTENING! ♥

If you want to listen to the original song ""Vargsången"" you can find the link here:
https://www.youtube.com/watch?v=cd0T0u8ac1E

►  Lyrics in Swedish + English translation (Text: Astrid Lindgren)

Vargen ylar i nattens skog
(The wolf is howling in the forest of the night)
Han vill men kan inte sova
(He wants to, but cannot sleep)
Hungern river i hans varga buk
(The hunger tears his wolven stomach)
Och det är kallt i hans stova
(And it's cold in his burrow)

Du varg du varg, kom inte hit
(Wolf, wolf, don't you come here)
Ungen min får du aldrig
( I will never let you take my child)

Vargen ylar i nattens skog
(The wolf is howling in the forest of the night)
Ylar av hunger o klagar
(Howling out of hunger and moaning)
Men jag ska ge'n en grisa svans
(But I will give him a pig tail)
Sånt passar i varga magar
(Which suits a wolven stomach)

Du varg du varg, kom inte hit
(Wolf, wolf, don't you come here)
Ungen min får du aldrig
( I will never let you take my child)

...(First verse again)


► MY SOCIAL MEDIA AND LINKS!
• My art & jewelry webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Patreon - http://www.patreon.com/jonnajinton
• Blog: http://www.jonnajinton.com","['wolf song', 'vargsången', 'varglåten', 'vargasången', 'the wolf song', 'kulning', 'nordic lullaby', 'lullaby', 'nordic', 'ancient', 'sweden', 'norway', 'norse', 'norse song', 'nordic music', 'viking', 'vikings', 'viking song', 'viking music', 'jonna', 'jinton', 'jonna jinton', 'magic', 'chant', 'frozen', 'frozen 2', 'wolf music', 'vargavisan', 'ronja rövardotter', 'astrid lindgren', 'ronia robbers daughter', 'stars', 'winter', 'winter song', 'wolf', 'wolfs', 'howling wolf', 'night', 'aurora borealis', 'spirit', 'spirit song', 'the spirit song']",2020-03-02T15:17:29Z,45426692,1102036,,28813,PT4M21S,hd,true
60,_5ZqFhCsCNE,Jonna Jinton,Everyday life in the house under the northern lights | Ep. 38,"The winter days are slowly passing by. On sunny days I can finally hear the birds sing again, and the sun rises higher every day.  And in the darkest of nights, the northern lights spreads its wings of light over the sky. Its a beautiful part of the winter, where we still get the cold, the snow, and the nightsky, but feeling the very first tiny signs of spring. 

I finally woke up from my little ""winter hibernation"" after feeling really uninspired for the past two weeks. I let you know a little more about that in this video. I also let you know what we been up to lately. A glimpse into our everyday life right now. 

I hope you will enjoy the video! 

THANK YOU SO MUCH FOR WATCHING! ♥

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/


► MUSIC
You can find all the songs I use here: 
http://share.epidemicsound.com/pR9G6 (affiliate link) 
Keep asking me - Francis Wells
Life Chronicles - Francis Wells
Walk toward the light 2 - Johannes Bornlöf
Perceptible shades 4 - Johannes Bornlöf
Trans Siberian Express - Luella Gren
Cause - Peter Sundberg
Hibernation - Hushed
Another world 12 - Johan Hynynen","['jonna', 'jinton', 'jonna jinton', 'northern lights', 'nordic', 'sweden', 'norway', 'scandinavia', 'aurora', 'borealis', 'viking', 'vikings', 'rural', 'rural life', 'countryside', 'artist', 'artist life', 'women', 'couple', 'vlog', 'daily life', 'village', 'northern', 'northern sweden', 'north', 'frozen', 'frozen 2', 'kulning']",2020-02-19T17:09:47Z,3095666,116313,,8132,PT15M45S,hd,true
61,ZVCA9i833LY,Jonna Jinton,Life in the winter woods | Story 37,"Hi my loves ♥
I want to begin by giving thanks for all the beautiful comments I got on my previous video. You have no idea how much it meant to me to receive all your love and support. THANK YOU! 

Now here comes a little video from our life right now, in the heart of winter. We continue working on building up our dreams and finding a balance in our creative mess. But we are really getting there now and very soon we will be done with our jewelry project and moving into our new working room in the old barn. That will feel like a wonderful ending on a long chapter. 

I also just started painting again, after a long time with no inspiration. In this video I let you see what I'm working on right now and how I make paint out of the ashes and charcoal from our wood stoves in the house. 
And of course, a lots of more! 

I hope you will like the video! 

THANK YOU SO MUCH FOR WATCHING! ♥

► Wanna try out the tea that I made in the video? Find the recipe here:
https://www.youtube.com/watch?v=JZrOW1PgISw

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

► MUSIC
You can find the songs I use here: 
http://share.epidemicsound.com/pR9G6 (affiliate link) 
We'll return - Edgar Hopp
A Celtic blessing - Bonnie Grace
The big truth - August Wilhelmsson
Fantasy cinematic background  (Audiojungle.com)","['jonna', 'jinton', 'nordic', 'woods', 'northern', 'snow', 'winter', 'rural life', 'nature', 'wilderness', 'viking', 'vikings', 'modern vikings', 'nanook', 'creative', 'natural pigments', 'pigments', 'nature paint', 'nature pigments', 'artist', 'artist life', 'creating own paint', 'studio', 'jewelry', 'jewelry collection', 'silversmithing', 'couple', 'swedish couple', 'couple nature', 'village', 'small village', 'nordic life']",2020-02-04T16:06:53Z,1048138,58464,,3528,PT9M52S,hd,true
62,s1fDlnMEeG4,Jonna Jinton,Not knowing what to do | - Story 36,"Falling into deep waterholes in the wilderness and going to Stockholm to receive my Golden Play Button. From the heart of the mountains to the heart of the city, and back to my wonderful home. This video contains a huge mix of my last week. And most important, I open up and share about something that's been feeling heavy in my heart for a long time. And I hope this video will reach out to all of you who are effected by this, so that I can explain my situation and let you know how much I appreciate you all, even if I can't show it the way I wish.

I also want to wish you all a beautiful NEW YEAR! I so much look forward to see what this year will bring, and to share it with you all. Thank you for being part of this community and for watching my videos! I LOVE YOU! ♥

I hope you enjoy the video! 

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/


► MUSIC
You can find all the songs here (except the ones saying Artlist): 
http://share.epidemicsound.com/pR9G6
One way ticket - Johannes Bornlöf
Taking me high taking me low - Johan Glössner
Passing souls - Amaranth Cove
Secrets of the earth - Lama House
Hunger, thirst - Johannes Bornlöf
Memoir of solitude - Borrtex (Artlist)
Viking Sword - unknown","['jonna', 'jinton', 'golden play button', 'vlog', 'marsfjällen', 'mountains', 'stockholm', 'artist', 'bukkehorn', 'bockhorn', 'viking', 'vikings', 'modern viking', 'instrument', 'ancient', 'nordic', 'village', 'rural life', 'rural', 'woods', 'into the wild', 'wilderness']",2020-01-23T17:36:32Z,849960,54994,,5075,PT22M58S,hd,true
63,RNjrUz1sgxQ,Jonna Jinton,THE FROZEN CALL - Ancient Nordic Chant,"This is a song I created with inspiration from the call ""Into the unknown"" in Frozen 2 , with ancient herding-call ""kulning"" and the old viking instrument ""Bukkehorn"" which I now played for the very first time in a song (Still practicing :))

I filmed it all among the mountains of Marsfjällen, a place where a part of my heart always will be, and a place where I constantly feel drawn to the call of the wild mountains and the dancing rivers. 

Sit back, relax, and let the call wake up your inner fire, your power and your soul. 

I hope you will enjoy my piece of music! Let me know what you think of it! 
THANK YOU FOR WATCHING ♥

►Find more of my music here: https://www.youtube.com/watch?v=1HMshnQOQTQ&list=PLrgUJTSd4L4uN8luzHIp6X9KJIkQ2JV_L&index=2

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Merch shop - https://teespring.com/stores/jonna-jinton-sweden
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/","['frozen', 'call', 'the call', 'frozen 2', 'kulning', 'viking', 'vikings', 'viking song', 'chant', 'nordic', 'chanting', 'ancient music', 'frozen song', 'frozen music', 'elsa', 'aurora', 'disney', 'jonna', 'jonna jinton', 'bukkehorn', 'bockhorn', 'priestess', 'shaman', 'drum', 'nordic chant', 'viking chant', 'northern lights', 'frozen real', 'ice', 'snow', 'mountains', 'calling', 'call of the wild']",2020-01-13T14:18:16Z,7906315,321272,,12237,PT4M,hd,false
64,3xCJy8qqtdg,Jonna Jinton,Behind the scenes of Lucia | Ep. 35,"Hi my sweet friends!
During the week as I was filming this vlog, I suddenly reached 1 million subscribers! THANK YOU SO MUCH! It came so suddenly that I was not really prepared, but we had a spontaneous celebration late in the evening that you can see in this video.

I also share some behind the scenes film of my latest Lucia video, which probably will change your whole feeling to that video haha. If you have not yet seen the Lucia video, you can see it here:
► https://www.youtube.com/watch?v=C9f6zxo6X0s

This year has been such a wonderful year, and I am so deeply thankful for all of you watching and commenting my videos. As I tell you in this vlog; there would be no YouTube channel without all of you. And I can't wait to continue sharing my/our journey and continue making videos for this new year to come. I wish you all a wonderful Christmas and a HAPPY NEW YEAR!!! 

I hope you will enjoy this video! 
THANK YOU SO MUCH FOR WATCHING!! ♥

► In this video I mentioned my friend Maria's video about how to deal with the dark, long winters in Sweden, you can watch the video here : https://www.youtube.com/watch?v=9kgiZGKI1OU

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

► MUSIC
You can find all the songs here (except the ones saying Artlist): 
http://share.epidemicsound.com/pR9G6
As rainbows fall - Deskant
Dissipate - Gavin Luke
Leave no one behind - Bonnie Grace
Never leave this place - David Celeste
Amistad - Lunapool (Artlist.com)
Memories unfold - David Celeste
Dance of the wildcats - Deskant
When streams collide - Deskant
Transcendence 3 - Johannes Bornlöf
Rain Dance - Jon Algar
Twinkle of the lights - Johannes Bornlöf","['1 million subs', 'jonna jinton', 'jonna', 'jinton', 'sweden', 'nordic', 'viking', 'rural life', 'rural nordic', 'woods', 'modern viking', 'village', 'countryside', 'swedish', 'norway', 'nordic living', 'ancient', 'forest', 'scandinavia']",2019-12-22T11:11:28Z,546358,33605,,3493,PT20M46S,hd,true
65,C9f6zxo6X0s,Jonna Jinton,Light in the darkness | Swedish Lucia Tradition,"In the very darkest time of the year, we honor the light. 
December 13 is a very special day here in Sweden when we celebrate the Lucia tradition. 
And for many years now, I have made it my own tradition to go out in the night to light up hundreds of candles with the intention to bring prayers of light and love our world. 
It's always a very special and magical feeling, even if this night turned into a snow storm (will show you some behind the scenes in the next video haha)

The song that I'm singing is my own version of the traditional Lucia song.
You can find the Swedish lyrics and a English translation down below (or in the subtitles). 

I hope you will like the song and the video. It's made with love to all of you ♥
Thank you so much for watching! 

► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Merch shop - https://teespring.com/stores/jonna-jinton-sweden
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

►LUCIA SONG LYRICS - SWEDISH
Natten går tunga fjät runt gård och stuva.
Kring jord som sol'n förlät, skuggorna ruva.
Drömmar med vingesus under oss sia,
tänd dina vita ljus, Sankta Lucia.

Trollsejd och mörkermakt ljust du betvingar,
signade lågors vakt skydd åt oss bringar.
Drömmar med vingesus, under oss sia,
tänd dina vita ljus, Sankta Lucia.

Stjärnor som leda oss, vägen att finna,
bli dina klara bloss, fagra prästinna.
//Drömmar med vingesus, under oss sia,
tänd dina vita ljus, Sankta Lucia.//

► LYRICS OF THE LUCIA SONG - ENGLISH TRANSLATION
Night walks with a heavy step
Round yard and house,
As the sun departs from earth,
Shadows are brooding.
Dreams of wings rustling over us in prophesy,
Light your white candles, Saint Lucia.

Spells and dark powers, with light you subject.
Guard of the blessed flames, protection for us brings. 
Dreams of wings rustling over us in prophesy,
Light your white candles, Saint Lucia.

Stars that lead us, the way to find,
become your clear flares, fair priestess.
Dreams of wings rustling over us in prophesy,
Light your white candles, Saint Lucia.","['lucia', 'swedish', 'tradition', 'sankta lucia', 'jonna', 'jinton', 'lucia jonna jinton', 'natten går tunga fjät', 'luciasången', 'lucia song', 'lucia sång', 'saint lucia', 'sweden', 'swedish tradition', 'village', 'rural life', 'love and light', 'ancient tradition', 'nordic', 'nordic tradition', 'viking', 'modern viking', 'witch', 'mystical', 'woman', 'living in a cottage', 'mystic song', 'viking song', 'viking music', 'norse', 'nordic song', 'kulning']",2019-12-13T02:42:37Z,3975335,130481,,6176,PT3M40S,hd,true
66,FL1g_pvPt74,Jonna Jinton,The contrasts in life | Ep. 34,"Hi sweet friends! 
So this video is about this last week, in the beginning of winter, with all the things going on right now. I show you how far we’ve come with the renovations in the silver smithy, and I show you some ice prints and new ice jewelry that we’ve been working on lately.
I also take the first ice bath this winter, and answer some questions in the warmth of the fire afterwards. And of course, lots of more!

 I hope you will enjoy this video! 

 THANK YOU SO MUCH FOR WATCHING ♥


► MY SOCIAL MEDIA AND LINKS!
• My Art & Jewelry Webshop: https://jonnajintonsweden.com
• Instagram: @jonnajinton  http://www.instagram.com/jonnajinton
• Wallpaper collection: https://www.photowall.com/designers/jonna-jinton
• Facebook Page - http://www.facebook.com/jonnajinton
• Blog: https://jonnajintonsweden.com/blog/

► MUSIC
You can find all the songs here (except the ones saying Artlist): 
http://share.epidemicsound.com/pR9G6
Deeper than the ocean - Bonnie Grace
Twinkle of the lights - Johannes Bornlöf
Memories of her - David Celeste
Heart hold on - Max Anson
Good to be alive - John Isaac (artlist)
We carry on - Yonder Dale
Hunger, thirst - Johannes Bornlöf
Honey take my hand - Cody Francis
Lost memories - Formantx
From Within - In another life (artlist)","['jonna', 'jinton', 'icebath', 'ice swim', 'ice bath', 'nordic', 'viking', 'modern viking', 'countrylife', 'rural life', 'winter', 'village', 'sweden', 'swedish', 'ice swimming', 'ice', 'ice print', 'ice jewelry', 'women', 'woods', 'northern', 'north', 'frozen', 'cold', 'silver smithing', 'cold bath', 'scandinavia']",2019-12-04T21:18:01Z,1737765,71240,,5861,PT22M2S,hd,true
